time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,precip
2021-08-07,31.3,27.7,33.5,0.0,,,14.0,,1005.8,,
2021-08-08,30.6,25.7,34.4,0.0,,,13.7,,1011.9,,
2021-08-09,31.5,25.1,35.4,0.0,,,12.3,,1013.7,,
2021-08-10,32.0,26.8,35.1,0.0,,,12.3,,1013.0,,
2021-08-11,31.5,26.9,35.4,0.0,,,11.1,,1011.8,,
2021-08-12,31.7,28.2,36.2,0.0,,,14.8,,1012.0,,
2021-08-13,31.2,27.0,36.4,0.0,,,16.7,,1014.2,,
2021-08-14,29.7,25.1,35.1,0.0,,,17.1,,1013.7,,
2021-08-15,29.6,25.4,34.8,0.0,,,12.9,,1011.3,,
2021-08-16,28.4,24.1,32.3,0.0,,,10.0,,1010.6,,
2021-08-17,27.7,22.7,33.0,0.0,,,8.2,,1009.5,,
2021-08-18,28.6,22.9,33.5,0.0,,,10.1,,1007.3,,
2021-08-19,29.8,24.7,35.1,0.0,,,11.7,,1006.8,,
2021-08-20,29.7,25.8,33.6,0.0,,,13.1,,1009.4,,
2021-08-21,28.6,23.6,32.0,0.0,,,11.0,,1009.5,,
2021-08-22,28.8,24.2,34.7,0.0,,,13.8,,1009.4,,
2021-08-23,29.6,26.0,33.0,0.0,,,11.4,,1009.2,,
2021-08-24,28.3,24.8,31.8,0.0,,,8.7,,1008.7,,
2021-08-25,27.8,24.3,32.4,0.0,,,7.4,,1009.7,,
2021-08-26,28.2,23.2,33.8,0.0,,,7.4,,1010.6,,
2021-08-27,29.7,25.4,36.0,0.0,,,6.2,,1009.5,,
2021-08-28,29.6,25.4,36.3,0.0,,,6.2,,1008.3,,
2021-08-29,28.6,23.9,34.6,0.0,,,6.2,,1006.5,,
2021-08-30,29.1,25.3,33.9,0.0,,,7.7,,1008.6,,
2021-08-31,28.8,25.2,32.4,0.0,,,10.2,,1010.8,,
2021-09-01,28.2,25.0,31.9,0.0,,,12.1,,1010.5,,
2021-09-02,27.4,24.2,31.0,0.0,,,14.5,,1013.0,,
2021-09-03,27.6,24.0,32.9,0.0,,,15.0,,1013.6,,
2021-09-04,25.8,22.1,28.7,0.0,,,12.7,,1011.4,,
2021-09-05,25.8,21.8,29.6,0.0,,,13.1,,1010.7,,
2021-09-06,27.6,23.3,33.3,0.0,,,15.4,,1011.0,,
2021-09-07,27.6,23.5,32.6,0.0,,,15.0,,1013.0,,
2021-09-08,26.4,22.8,30.1,0.0,,,7.5,,1013.6,,
2021-09-09,24.9,21.4,28.6,0.0,,,7.5,,1013.3,,
2021-09-10,24.6,21.3,27.8,0.0,,,9.2,,1014.1,,
2021-09-11,24.8,21.5,28.7,0.0,,,10.6,,1014.0,,
2021-09-12,25.2,20.1,29.0,0.0,,,8.6,,1009.7,,
2021-09-13,25.7,21.5,29.5,0.0,,,8.7,,1008.7,,
2021-09-14,27.3,23.3,31.2,0.0,,,11.8,,1010.3,,
2021-09-15,25.7,22.2,30.9,0.0,,,13.4,,1013.1,,
2021-09-16,26.7,22.5,31.4,0.0,,,11.0,,1015.5,,
2021-09-17,26.4,21.0,31.3,0.0,,,8.1,,1014.8,,
2021-09-18,29.2,24.0,35.5,0.0,,,7.9,,1012.7,,
2021-09-19,28.8,23.4,34.3,0.0,,,6.7,,1013.7,,
2021-09-20,30.0,22.7,35.8,0.0,,,9.6,,1013.2,,
2021-09-21,27.3,21.3,31.8,0.0,,,9.3,,1015.0,,
2021-09-22,24.5,21.6,28.6,0.0,,,10.9,,1013.9,,
2021-09-23,20.5,15.0,24.1,0.0,,,15.1,,1013.1,,
2021-09-24,20.9,16.9,25.6,0.0,,,11.8,,1017.2,,
2021-09-25,22.9,16.3,28.4,0.0,,,6.9,,1018.4,,
2021-09-26,24.8,20.2,30.0,0.0,,,7.3,,1017.8,,
2021-09-27,24.7,19.1,29.8,0.0,,,9.1,,1013.3,,
2021-09-28,24.5,19.9,29.2,0.0,,,11.2,,1012.7,,
